ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
3968,variation,,Royco - Bouillon Beef Cube 4g x 10 Pieces - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,32,,,,,,,5144296158,,,,,,0,Pricing,Base,,1
3969,variation,,Pembe Maize Meal - 1Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,57,,,,,,,3066355198,,,,,,0,Pricing,Pamoja,,1
3970,variation,,Ajab Home Baking - 1Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,73,,,,,,,4124446115,,,,,,0,Pricing,Pamoja,,1
3971,variation,,Menengai Cream Bar Soap - 1KG - Pamoja,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,179,,,,,,,3886184478,,,,,,0,Pricing,Pamoja,,1
3972,variation,,Quencher Orange - 1L - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,140,,,,,,,1732607775,,,,,,0,Pricing,Pamoja,,1
3973,variation,,Pembe Home Baking - 1KG - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,71,,,,,,,2502190783,,,,,,0,Pricing,Pamoja,,1
3974,variation,,Softcare Sanitary Pads Maxi Thick - 8 - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,45,,,,,,,7956442967,,,,,,0,Pricing,Pamoja,,1
3975,variation,,Omo Extra Fresh - 30g - Pamoja,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,8,,,,,,,3349960968,,,,,,0,Pricing,Pamoja,,1
3976,variation,,Pekee Smart Wrapped - 1 Roll - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,19,,,,,,,6662194864,,,,,,0,Pricing,Pamoja,,1
3977,variation,,Egg - Half Tray (15 Pieces) - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,155,,,,,,,5441115845,,,,,,0,Pricing,Pamoja,,1
3978,variation,,Royco - Bouillon Beef Cube 4g x 10 Pieces - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,30,,,,,,,5144296158,,,,,,0,Pricing,Pamoja,,1
3980,variable,9057620638,Menengai Cream Bar Soap - 800g,1,0,visible,Menengai Cream Bar Soap - 800g,Menengai Cream Bar Soap - 800g,,,taxable,,1,15,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/01/Menegai-Cream-Bar-Soap.png,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3981,variation,,Menengai Cream Bar Soap - 800g - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,147,,,,,,,9057620638,,,,,,0,Pricing,Base,,1
3982,variation,,Menengai Cream Bar Soap - 800g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,145,,,,,,,9057620638,,,,,,0,Pricing,Pamoja,,1
4214,variable,7326231735,Mahitaji Maize Flour - 2Kg,1,0,visible,Mahitaji Maize Flour - 2Kg,Mahitaji Maize Flour - 2Kg,,,taxable,,1,12,,0,0,,,,,0,,,,Flours,,,https://kapuafrica.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-02-at-9.16.15-PM-e1643826188357.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4215,variable,8876920123,Mama Maize Flour - 2Kg,1,0,hidden,Mama Maize Flour - 2Kg,Mama Maize Flour - 2Kg,,,taxable,,0,0,,0,0,,,,,0,,,,Flours,,,https://kapuafrica.com/wp-content/uploads/2022/02/Mama-Maize-Flour-2kg.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4216,variable,8957069162,Cabbage - 1 Piece (1.3 to 1.4Kg),1,0,hidden,Cabbage - 1 Piece (1.3 to 1.4Kg),Cabbage - 1 Piece (1.3 to 1.4Kg),,,taxable,,0,0,,0,0,,,,,0,,,,Vegetable,,,,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4217,variable,3038069397,Garlic - 1 Piece (50gr),1,0,hidden,Garlic - 1 Piece (50gr),Garlic - 1 Piece (50gr),,,taxable,,0,0,,0,0,,,,,0,,,,Vegetable,,,https://kapuafrica.com/wp-content/uploads/2022/02/white-garlic.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4218,variable,6567293625,Ginger - 1 Piece (50gr),1,0,hidden,Ginger - 1 Piece (50gr),Ginger - 1 Piece (50gr),,,taxable,,0,0,,0,0,,,,,0,,,,Vegetable,,,https://kapuafrica.com/wp-content/uploads/2022/02/Ginger-.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4219,variable,6253415922,Green Capsicum - 5 Pieces (300 t0 350gr),1,0,hidden,Green Capsicum - 5 Pieces (300 t0 350gr),Green Capsicum - 5 Pieces (300 t0 350gr),,,taxable,,0,0,,0,0,,,,,0,,,,Vegetable,,,https://kapuafrica.com/wp-content/uploads/2022/02/Green-capsicum-X-5-pieces.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4220,variable,4259419269,Local Oranges - 3 Pieces (450 to 500gr),1,0,hidden,Local Oranges - 3 Pieces (450 to 500gr),Local Oranges - 3 Pieces (450 to 500gr),,,taxable,,0,0,,0,0,,,,,0,,,,Fruits,,,https://kapuafrica.com/wp-content/uploads/2022/02/Oranges-1.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4221,variable,8486448310,Supa Loaf Butter Toast - 400g,1,0,hidden,Supa Loaf Butter Toast - 400g,Supa Loaf Butter Toast - 400g,,,taxable,,0,0,,0,0,,,,,0,,,,Bread,,,https://kapuafrica.com/wp-content/uploads/2022/02/Supa-Loaf-Butter-toast-400g.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4222,variable,5051086707,Zucchini/Courgette - 4 Pieces (350 to 450gr),1,0,hidden,Zucchini/Courgette - 4 Pieces (350 to 450gr),Zucchini/Courgette - 4 Pieces (350 to 450gr),,,taxable,,0,0,,0,0,,,,,0,,,,Vegetable,,,https://kapuafrica.com/wp-content/uploads/2022/02/Courgette-X-4.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4223,variable,7777862534,Ariel Downy Washing Powder - 40g,1,0,visible,Ariel Downy Washing Powder - 40g,Ariel Downy Washing Powder - 40g,,,taxable,,0,144,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/02/Ariel-Downy-40g.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4224,variable,9984588410,Geisha Rose & Honey Soap - 250G,1,0,hidden,Geisha Rose &amp; Honey Soap - 250G,Geisha Rose &amp; Honey Soap - 250G,,,taxable,,0,0,,0,0,,,,,0,,,,Hygiene,,,https://kapuafrica.com/wp-content/uploads/2022/01/Geisha-Rose-Honey-Soap.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4225,variable,5194488407,Jamaa Cream Bar Soap - 800g,1,0,visible,Jamaa Cream Bar Soap - 800g,Jamaa Cream Bar Soap - 800g,,,taxable,,1,25,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/02/Jamaa-Cream-bar-800g.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4226,variable,6409616718,Jamaa Cream Bar Soap - 1Kg,1,0,visible,Jamaa Cream Bar Soap - 1Kg,Jamaa Cream Bar Soap - 1Kg,,,taxable,,1,10,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/02/Jamaa-Cream-Bar-1kg.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4227,variable,8664347240,Msafi White Bar Soap 1Kg,1,0,hidden,Msafi White Bar Soap 1Kg,Msafi White Bar Soap 1Kg,,,taxable,,0,0,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/02/msafi-1kg.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4228,variable,7024750948,Rhino Kubwa Match box - 10 S,1,0,visible,Rhino Kubwa Match box - 10 S,Rhino Kubwa Match box - 10 S,,,taxable,,1,46,,0,0,,,,,0,,,,Household Supply,,,https://kapuafrica.com/wp-content/uploads/2022/02/Rhino-Kubwa-.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4229,variable,4686547968,Toss Lavendar Washing Powder - 20g,1,0,visible,Toss Lavendar Washing Powder - 20g,Toss Lavendar Washing Powder - 20g,,,taxable,,1,120,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/02/Toss-Lavendar-20g.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4230,variable,3036143639,Zenta Cream Bar Soap - 800g,1,0,hidden,Zenta Cream Bar Soap - 800g,Zenta Cream Bar Soap - 800g,,,taxable,,0,0,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/02/Zenta-Cream-Bar-800g.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4231,variable,7043801979,Zenta Cream Bar Soap - 1Kg,1,0,hidden,Zenta Cream Bar Soap - 1Kg,Zenta Cream Bar Soap - 1Kg,,,taxable,,0,0,,0,0,,,,,0,,,,Household Cleaner,,,,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
4232,variation,,Mahitaji Maize Flour - 2Kg - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,110,,,,,,,7326231735,,,,,,0,Pricing,Base,,1
4233,variation,,Mama Maize Flour - 2Kg - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,114,,,,,,,8876920123,,,,,,0,Pricing,Base,,1
4234,variation,,Cabbage - 1 Piece (1.3 to 1.4Kg) - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,25,,,,,,,8957069162,,,,,,0,Pricing,Base,,1
4235,variation,,Garlic - 1 Piece (50gr) - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,15,,,,,,,3038069397,,,,,,0,Pricing,Base,,1
4236,variation,,Ginger - 1 Piece (50gr) - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,15,,,,,,,6567293625,,,,,,0,Pricing,Base,,1
4237,variation,,Green Capsicum - 5 Pieces (300 t0 350gr) - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,20,,,,,,,6253415922,,,,,,0,Pricing,Base,,1
4238,variation,,Local Oranges - 3 Pieces (450 to 500gr) - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,20,,,,,,,4259419269,,,,,,0,Pricing,Base,,1
4239,variation,,Supa Loaf Butter Toast - 400g - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,52,,,,,,,8486448310,,,,,,0,Pricing,Base,,1
4240,variation,,Zucchini/Courgette - 4 Pieces (350 to 450gr) - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,20,,,,,,,5051086707,,,,,,0,Pricing,Base,,1
4241,variation,,Ariel Downy Washing Powder - 40g - Base,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,10,,,,,,,7777862534,,,,,,0,Pricing,Base,,1
4242,variation,,Geisha Rose & Honey Soap - 250G - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,,,,,,,,9984588410,,,,,,0,Pricing,Base,,1
4243,variation,,Jamaa Cream Bar Soap - 800g - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,123,,,,,,,5194488407,,,,,,0,Pricing,Base,,1
4244,variation,,Jamaa Cream Bar Soap - 1Kg - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,149,,,,,,,6409616718,,,,,,0,Pricing,Base,,1
4245,variation,,Msafi White Bar Soap 1Kg - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,143,,,,,,,8664347240,,,,,,0,Pricing,Base,,1
4246,variation,,Rhino Kubwa Match box - 10 S - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,37,,,,,,,7024750948,,,,,,0,Pricing,Base,,1
4247,variation,,Toss Lavendar Washing Powder - 20g - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,6,,,,,,,4686547968,,,,,,0,Pricing,Base,,1
4248,variation,,Zenta Cream Bar Soap - 800g - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,116,,,,,,,3036143639,,,,,,0,Pricing,Base,,1
4249,variation,,Zenta Cream Bar Soap - 1Kg - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,,,,,,,,7043801979,,,,,,0,Pricing,Base,,1
4250,variation,,Mahitaji Maize Flour - 2Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,105,,,,,,,7326231735,,,,,,0,Pricing,Pamoja,,1
4251,variation,,Mama Maize Flour - 2Kg - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,110,,,,,,,8876920123,,,,,,0,Pricing,Pamoja,,1
4252,variation,,Cabbage - 1 Piece (1.3 to 1.4Kg) - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,20,,,,,,,8957069162,,,,,,0,Pricing,Pamoja,,1
4253,variation,,Garlic - 1 Piece (50gr) - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,10,,,,,,,3038069397,,,,,,0,Pricing,Pamoja,,1
4254,variation,,Ginger - 1 Piece (50gr) - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,10,,,,,,,6567293625,,,,,,0,Pricing,Pamoja,,1
4255,variation,,Green Capsicum - 5 Pieces (300 t0 350gr) - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,18,,,,,,,6253415922,,,,,,0,Pricing,Pamoja,,1
4256,variation,,Local Oranges - 3 Pieces (450 to 500gr) - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,18,,,,,,,4259419269,,,,,,0,Pricing,Pamoja,,1
4257,variation,,Supa Loaf Butter Toast - 400g - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,50,,,,,,,8486448310,,,,,,0,Pricing,Pamoja,,1
4258,variation,,Zucchini/Courgette - 4 Pieces (350 to 450gr) - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,18,,,,,,,5051086707,,,,,,0,Pricing,Pamoja,,1
4259,variation,,Ariel Downy Washing Powder - 40g - Pamoja,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,9,,,,,,,7777862534,,,,,,0,Pricing,Pamoja,,1
4260,variation,,Geisha Rose & Honey Soap - 250G - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,,,,,,,,9984588410,,,,,,0,Pricing,Pamoja,,1
4261,variation,,Jamaa Cream Bar Soap - 800g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,120,,,,,,,5194488407,,,,,,0,Pricing,Pamoja,,1
4262,variation,,Jamaa Cream Bar Soap - 1Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,145,,,,,,,6409616718,,,,,,0,Pricing,Pamoja,,1
4263,variation,,Msafi White Bar Soap 1Kg - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,140,,,,,,,8664347240,,,,,,0,Pricing,Pamoja,,1
4264,variation,,Rhino Kubwa Match box - 10 S - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,35,,,,,,,7024750948,,,,,,0,Pricing,Pamoja,,1
4265,variation,,Toss Lavendar Washing Powder - 20g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,5,,,,,,,4686547968,,,,,,0,Pricing,Pamoja,,1
4266,variation,,Zenta Cream Bar Soap - 800g - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,108,,,,,,,3036143639,,,,,,0,Pricing,Pamoja,,1
4267,variation,,Zenta Cream Bar Soap - 1Kg - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,,,,,,,,7043801979,,,,,,0,Pricing,Pamoja,,1
